label	text	microorganism	stress	plant	id
0	Some examples of HAS species that confer resistance to <e2>Salt</e2> stress in plants are the halophilic bacteria <e1>Stenotrophomonas rhizophila</e1>, which inhabits the halophyte Lygeum spartum that is native to the desert environments of Algeria; Bacillus atrophaeus, which is an endophyte of the halophytes <e3>Suaeda mollis</e3> and Salsola tetrandra that are native to Algeria <e2>Salt</e2> Lakes; Jejubacter calystegiae, which is found in the halophyte Calystegia soldanella that is found on sandy beaches in South Korea; and many fungus-like microorganisms like Neocamarosporium chichastianum, N. goegapense, and Periconia macropinosa, which has been isolated from the desert halophyte Seidlitzia osmarinus collected at Hoz-e Soltan <e2>Salt</e2> Lake in Iran -REF-; -REF-; -REF-; -REF-.	Stenotrophomonas rhizophila	Salt	Suaeda mollis	9393590
0	Some examples of HAS species that confer resistance to <e2>salt</e2> stress in plants are the halophilic bacteria Stenotrophomonas rhizophila, which inhabits the halophyte Lygeum spartum that is native to the desert environments of Algeria; Bacillus atrophaeus, which is an endophyte of the halophytes Suaeda mollis and Salsola tetrandra that are native to Algeria <e2>salt</e2> Lakes; Jejubacter calystegiae, which is found in the halophyte Calystegia soldanella that is found on sandy beaches in South Korea; and many fungus-like microorganisms like Neocamarosporium chichastianum, N. goegapense, and <e1>Periconia</e1> macropinosa, which has been isolated from the desert halophyte <e3>Seidlitzia</e3> osmarinus collected at Hoz-e Soltan <e2>salt</e2> Lake in Iran -REF-; -REF-; -REF-; -REF-.	Periconia	salt	Seidlitzia	9393590
1	In <e2>drought-stressed</e2> plants, it has been shown that PGPR such as Paenibacillus polymyxa, <e1>Achromobacter</e1> piechaudi, Azospirillum brasilense, Pseudomonas sp., Burkholderia, Arthrobacter, Microccocus luteus, and Bacillus enhanced the drought tolerance of <e3>Arabidopsis thaliana</e3> -REF-, pepper, tomato -REF-, -REF-, wheat -REF- and maize -REF- plants.	Achromobacter	drought-stressed	Arabidopsis thaliana	9415082
1	Under high <e2>salinity</e2>, <e1>Bacillus amyloliquefaciens SQR9</e1> was found to reduce <e3>maize</e3> ABA content to the no-stress level -REF-.	Bacillus amyloliquefaciens SQR9	salinity	maize	9885586
1	-REF- have revealed that <e1>Streptomyces pactum</e1> increased the leaf ABA content and upregulated the <e2>drought</e2> stress resistance gene expression such as EXPA2, EXPA6, P5CS, and SnRK2, thereby reducing the effects of <e2>drought</e2> stress in <e3>Triticum aestivum</e3> plants.	Streptomyces pactum	drought	Triticum aestivum	9495777
0	Pseudomonas induces <e2>drought</e2> tolerance in mung bean -REF- and salt tolerance in <e3>cotton</e3> plants -REF-.<e1>Bacillus</e1> improves <e2>drought</e2> stress tolerance in maize, promoting better oxidative and water balance -REF-.	Bacillus	drought	cotton	7917748
0	The closure of the stomata in <e3>Arabidopsis</e3> confers <e2>drought</e2> resilience on the host, according to a study employing the VOC 2R-3R-butanediol produced by <e1>Pseudomonas chlororaphis O6</e1> -REF-.	Pseudomonas chlororaphis O6	drought	Arabidopsis	9698351
1	from two saline sites in the northeast region of Algeria promoted the growth of wheat under 0.25 to 1 M NaCl -REF-; and <e1>Dermacoccus barathri</e1> MT2.1T and Desulfosoma profundi MT2.2T from deep-sea sediments mitigated <e2>salt</e2> stress in <e3>tomato</e3> seedlings under 150 mM NaCl -REF-.	Dermacoccus barathri	salt	tomato	8869415
1	Similarly, <e3>rice</e3> seedlings inoculated with <e1>Pseudomonas stutzeri</e1> A1501 alleviated heavy metals and <e2>salt</e2> stress.	Pseudomonas stutzeri	salt	rice	9818225
1	<e1>Pseudomonas</e1> induces <e2>drought</e2> tolerance in <e3>mung bean</e3> -REF- and salt tolerance in cotton plants -REF-.Bacillus improves <e2>drought</e2> stress tolerance in maize, promoting better oxidative and water balance -REF-.	Pseudomonas	drought	mung bean	7917748
0	Endophytic bacterium <e1>Serratia plymuthica</e1> A30 was identified as a superior biocontrol agent due to its effective colonization of <e3>potato</e3> tuber, tolerance to <e2>cold</e2> conditions, and strong inhibitory action against various soft rot pathogens, including Dickeya solani.	Serratia plymuthica	cold	potato	11379202
1	<e2>salt</e2> Stress Alleviation and Plant Growth Promotion by <e1>Bacillus</e1> Strains Seven days’ <e3>wheat</e3> seedlings were transplanted into pots containing sterilised soil of equal size placed in a greenhouse.	Bacillus	salt	wheat	9608499
0	Our study supports these results by showing how biochar, t-ZR, and <e1>Azospirillum brasilense</e1> work together to enhance enzyme activities in <e2>water-stressed</e2> <e3>wheat</e3> plants, including peroxidase, catalase, superoxide dismutase, polyphenol oxidase, and amylase.	Azospirillum brasilense	water-stressed	wheat	11036750
1	Studies have demonstrated that inoculation with the <e2>salt</e2>-tolerant endophyte <e1>Sphingomonas prati</e1> significantly increases the <e2>salt</e2> tolerance of <e3>Suaeda salsa</e3> by improving the antioxidant enzyme system -REF-.	Sphingomonas prati	salt	Suaeda salsa	11116649
0	Some examples of HAS species that confer resistance to <e2>Salt</e2> stress in plants are the halophilic bacteria Stenotrophomonas rhizophila, which inhabits the halophyte Lygeum spartum that is native to the desert environments of Algeria; <e1>Bacillus atrophaeus</e1>, which is an endophyte of the halophytes Suaeda mollis and Salsola tetrandra that are native to Algeria <e2>Salt</e2> Lakes; Jejubacter calystegiae, which is found in the halophyte <e3>Calystegia soldanella</e3> that is found on sandy beaches in South Korea; and many fungus-like microorganisms like Neocamarosporium chichastianum, N. goegapense, and Periconia macropinosa, which has been isolated from the desert halophyte Seidlitzia osmarinus collected at Hoz-e Soltan <e2>Salt</e2> Lake in Iran -REF-; -REF-; -REF-; -REF-.	Bacillus atrophaeus	Salt	Calystegia soldanella	9393590
1	PGPR reduced the MDA content under <e2>salt</e2> stress in several plants: in wheat inoculated with B. giganossus -REF-, maize inoculated with Kocuria rhizophila Y1 -REF-, and canola <e3>Brassica napus</e3> inoculated with <e1>Enterobacter cloacae</e1> HSNJ4.	Enterobacter cloacae	salt	Brassica napus	9266936
1	Similarly, <e3>Indian mustard</e3> and rapeseed plants root-colonized by <e1>Trichoderma</e1> responded to <e2>salinity</e2> and drought by increasing their antioxidant activity -REF-.	Trichoderma	salinity	Indian mustard	9390090
1	-REF- have revealed that the inoculation of <e3>Triticum aestivum</e3> plants with exopolysaccharides biofilm producing <e1>Pseudomonas azotoformans</e1> contributed to producing ACC deaminase and IAA, enhancing the root colonization, plant growth attributes, photosynthetic pigment efficiency and physiological attributes, and reduce the activity of antioxidant enzymes for <e2>drought</e2> stress alleviation.	Pseudomonas azotoformans	drought	Triticum aestivum	9495777
1	The observed increase in Chl concentration in <e3>wheat</e3> plants treated with <e1>Pseudomonas plecoglossicida</e1> 2,4-D was found to be correlated with a decrease in ABA concentration in plant shoots during <e2>water deficit</e2> -REF-.	Pseudomonas plecoglossicida	water deficit	wheat	10745732
1	Under <e2>saline conditions</e2>, compared to uninoculated plants, inoculation with <e1>Pseudomonas putida KT2440</e1> significantly improved seed germination and root and stem length of <e3>soybean</e3> and corn plants Costa-Gutierrez et al.	Pseudomonas putida KT2440	saline conditions	soybean	8149540
1	The present study was performed to understand the mechanisms of <e1>Bacillus licheniformis</e1> FMCH001 in inducing <e2>drought</e2> resilience in <e3>maize</e3> by studying growth, ecophysiology, and metabolic changes during progressive <e2>drought</e2> and recovery.	Bacillus licheniformis	drought	maize	7155768
0	In addition, a recent study conducted by -REF- formulated a consortium of microorganisms formed by two growth-promoting rhizobacteria of the genus Arthrobacter and Planoccocus and two endophytic root fungi Penicillium chrysogenum and <e1>Penicillium brevicompactum</e1> that worked effectively to reduce <e2>saline stress</e2> in pepper, lettuce, <e3>onion</e3> and tomato plants.	Penicillium brevicompactum	saline stress	onion	7287022
1	-REF- For example, Pseudomonas azotoformans and <e1>Pseudomonas argentinensis</e1> are reported to reduce the <e2>saline stress</e2> in the <e3>Brassica juncea</e3>, improve yields, and could be used as a good biofertilizer.	Pseudomonas argentinensis	saline stress	Brassica juncea	10308577
1	-REF-, -REF- recently reported that the PGPR strains <e1>Bacillus mycoides</e1> PM35 and Enterobacter cloacae PM23 improve <e3>maize</e3> plant growth and survival under <e2>salinity</e2> stress, reducing ROS production and decreasing membrane injury through the production of various antioxidants, such as ascorbic acid and the redox enzymes ascorbate peroxidase, POD, and SOD.	Bacillus mycoides	salinity	maize	10855160
0	Still, Streptomyces acidiscabies, belonging to the <e1>Actinobacteria</e1> phylum, a bacterium causing scab disease in <e3>potatoes</e3>, grew a nominal amount in <e2>saline conditions</e2> -REF-.	Actinobacteria	saline conditions	potatoes	9687558
0	<e2>High temperature</e2> stress alters the abundance of endophytic bacteria such as Acetobacteraceae, Pseudomonas, <e1>Bacillus</e1>, Enterobacteriaceae -REF-, and endophytic fungi such as Rhodotorula, Talaromyces, and Blastobotrys in the roots of <e3>Phalaenopsis aphrodite</e3>, which may favor the increased levels of Pro and chlorophyll in the leaves of <e3>Phalaenopsis aphrodite</e3>.	Bacillus	High temperature	Phalaenopsis aphrodite	11361983
0	inaquosorum and <e1>Marinobacter lipolyticus</e1> SM19 T on increasing plant resistance to salt and <e2>drought</e2> stresses by decreasing Na+ uptake and increasing the dry weight of root in <e3>wheat</e3>.	Marinobacter lipolyticus	drought	wheat	9706007
0	Bacterial strains belonging to the genera Pseudomonas, <e1>Bacillus</e1>, Klebsiella, Cupriavidus, Ochrobactrum, Isoptericola, and Enterobacter were isolated and showed to promote growth of multiple plant species under <e2>saline conditions</e2>, including model plant species arabidopsis as well as crops like wheat Triticum aestivum, <e3>rice</e3> Oryza sativa, alfalfa Medicago sativa and tomato -REF-, -REF-.	Bacillus	saline conditions	rice	9296610
1	Similarly, <e3>Indian mustard</e3> and rapeseed plants root-colonized by <e1>Trichoderma</e1> responded to salinity and <e2>drought</e2> by increasing their antioxidant activity -REF-.	Trichoderma	drought	Indian mustard	9390090
1	Inoculation of <e1>Bacillus cereus</e1> Pb25 reduced H2O2 and superoxide dismutase SOD in <e2>salt</e2> stressed <e3>mungbean</e3> leaves corresponded to an increase in catalase CAT and peroxidase POD activities in leaves -REF-.	Bacillus cereus	salt	mungbean	8869415
1	The anti-oxidative response of <e3>wheat</e3> seedlings decreased with increasing levels of <e2>salt</e2> however, inoculation of endophytic <e1>Priestia aryabhattai</e1> BPR-9 strain displayed stronger antioxidant enzymatic activity under salinity pressures than did non-inoculated plants.	Priestia aryabhattai	salt	wheat	9518148
0	Similarly, co-inoculation of <e3>soybean</e3> with <e1>Bradyrhizobium japonicum</e1> and Bacillus subtilis, which is well-known for increasing EPS production, alleviated the effects of <e2>salinity</e2> stress by EPS-mediated sodium uptake restriction; while co-inoculation with Serratia proteomaculans was less efficient, indicating the importance of EPS production level and nature -REF-.	Bradyrhizobium japonicum	salinity	soybean	8225083
0	For instance, tomato and <e3>Arabidopsis</e3> grown under high salinity conditions displayed an increased susceptibility to infection with obligate biotrophic oomycete <e1>Phytophthora</e1> spp -REF-; -REF-, whereas tomato resistance toward infection with the necrotrophic fungus Botrytis cinerea was not affected under <e2>salt</e2> stress -REF-.	Phytophthora	salt	Arabidopsis	7704454
0	The impacts of <e1>Microbacterium azadirachtae</e1> strain CNUC13 on <e3>maize</e3> Zea mays L. germination, growth, and development with <e2>salinity</e2> were further examined.	Microbacterium azadirachtae	salinity	maize	11048422
0	<e1>Rhizobium</e1> and Pseudomonas co-inoculation in <e3>maize</e3> was reported to increase proline production and decreased electrolyte leakage along with maintenance of leaf relative water content, and uptake of K+, as a mechanism in imparting <e2>salt</e2> tolerance -REF-.	Rhizobium	salt	maize	9706007
1	For rain-fed field crops, inoculation of <e1>Pseudomonas putida</e1> resulted in significant improvement in <e2>heat</e2> tolerance of <e3>wheat</e3> by minimizing ROS generation -REF-.	Pseudomonas putida	heat	wheat	8773105
1	-REF- reported the isolation of <e1>Bacillus paramycoides</e1> isolate from coconut tree rhizosphere which improved growth and <e2>salinity</e2> tolerance in <e3>Phaseolus vulgaris</e3>.	Bacillus paramycoides	salinity	Phaseolus vulgaris	9293653
1	In this investigation, <e1>Bacillus atrophaeus</e1> WZYH01 and Planococcus soli WZYH02 were solubilized phosphorus strains, which could help <e3>maize</e3> overcome nutrient deficiency and hormone imbalance under <e2>salt</e2> conditions -REF-.	Bacillus atrophaeus	salt	maize	9121094
0	In contrast, <e1>Pseudomonas simiae</e1> AU decreased the expression of HKT1 in <e3>soybean</e3> shoots under <e2>salt</e2> stress -REF-.	Pseudomonas simiae	salt	soybean	9712829
0	The only two WRKY-related studies that met the inclusion criteria for the meta-analysis showed that under <e2>drought</e2> stress conditions, in <e3>tomato</e3> inoculated with <e1>Streptomyces</e1> strains and Bacillus megaterium, WRKY70, SlWRKY75, and SlWRKY45 were downregulated -REF-; -REF-.	Streptomyces	drought	tomato	10823023
0	In addition, a recent study conducted by -REF- formulated a consortium of microorganisms formed by two growth-promoting rhizobacteria of the genus Arthrobacter and Planoccocus and two endophytic root fungi <e1>Penicillium chrysogenum</e1> and Penicillium brevicompactum that worked effectively to reduce <e2>saline stress</e2> in <e3>pepper</e3>, lettuce, onion and tomato plants.	Penicillium chrysogenum	saline stress	pepper	7287022
1	-REF- reported that endophytic fungi Neocamarosporium goegapense, <e1>Neocamarosporium chichastianum</e1>, and Periconia macrospinosa isolated from a desert plant alleviated <e2>drought</e2> stress in wheat and <e3>cucumber</e3> by boosting antioxidant defense enzymes.	Neocamarosporium chichastianum	drought	cucumber	9600683
1	A growth-promoting fungus, Aspergillus aculeatus, increases <e2>salt</e2>-stress tolerance, metabolite activities, and fodder quality in perennial ryegrass -REF-, while <e1>Trichoderma harzianum</e1> reduces <e2>salt</e2> stress in <e3>cucumber</e3> -REF-, and Piriformospora indica reduces salinity stress in Medicago truncatula -REF-.	Trichoderma harzianum	salt	cucumber	10145286
1	EPS-producing Planomicrobium chinense and <e1>Bacillus cereus</e1> showed the ability to improve the sugar and protein content in leaves, and increase the chlorophyll content, chlorophyll fluorescence, and Performance Index PI in <e3>maize</e3> plants growing under rain-fed conditions, thereby increasing their <e2>drought</e2> tolerance -REF-, -REF-.	Bacillus cereus	drought	maize	9706007
0	Inoculation with dark septate endophytes DSE Acrocalymma vagum, <e1>Paraboeremia putaminum</e1> and Trichoderma viride on <e3>Astragalus mongholicus</e3> grown in the non‐sterile soil was exposed to <e2>drought</e2>.	Paraboeremia putaminum	drought	Astragalus mongholicus	9306861
0	Screening of <e1>Penicillium chrysogenum</e1> for <e3>Tomato</e3> <e2>salt</e2> Tolerance <e3>Tomato</e3> plants colonized by the <e1>Penicillium chrysogenum</e1> endophyte were isolated from box elder Acer negundo CC2 growing in Clarke County under <e2>salt</e2> stress of 568 PPT TDS -REF-.	Penicillium chrysogenum	salt	Tomato	7411952
0	On the other hand, <e2>salinity</e2> was shown to increase susceptibility in certain crops to particular pathogens as exemplified by tomato and <e3>chrysanthemum</e3> plants which are less resistant toward <e1>Phytophthora</e1> infection when grown under saline conditions -REF-.	Phytophthora	salinity	chrysanthemum	7704454
0	Most recently, it has been demonstrated that changes in nitrogenase activity as well as in global gene expression have occurred not only in nodules from <e3>Medicago truncatula</e3> and Lotus japonicum in response to <e2>drought</e2>, but also in their symbiotic partners <e1>Sinorhizobium meliloti</e1> and Mesorhizobium loti, which adjust their gene expression in response to water shortage -REF-.	Sinorhizobium meliloti	drought	Medicago truncatula	10853390
1	<e1>Epichloe gansuensis</e1> increased the biosynthesis of alkaloids and unsaturated fatty acids during the seed germination of <e3>Achnatherum inebrians</e3>, thereby increasing tolerance to <e2>cold</e2> stress -REF-, while Burkholderia phytofirmans induced the upregulation of some <e2>cold</e2> stress-related genes by Vitis vinifera -REF-.	Epichloe gansuensis	cold	Achnatherum inebrians	8828500
0	Evaluation of Two <e1>Pseudomonas</e1> Strains to Increase Plant Growth and Stress Tolerance in Ornamental Crops The two <e1>Pseudomonas</e1> strains identified in the high-throughput trial were evaluated for their ability to increase plant size and flower number in <e3>Pelvetiopsis hybrida</e3>, Impatiens walleriana, and Viola wittrockiana subjected to <e2>drought</e2> and low-nutrient conditions.	Pseudomonas	drought	Pelvetiopsis hybrida	6997531
1	Under <e2>salt</e2> stress, <e3>maize</e3> plants inoculated with Azospirillum brasilense Ab-V6, <e1>Rhizobium tropici</e1>, and co-inoculation with both bacteria showed up-regulation in leaves of genes related to antioxidant activity, such as APX1, CAT1, SOD2, and SOD4 -REF-.	Rhizobium tropici	salt	maize	9569789
0	Conclusions In conclusion, this study shows that AMF inoculation consortium of Claroideoglomus etunicatum, Funneliformis mosseae, <e3>Ribes fasciculatum</e3>, and <e1>Rhizophagus intraradices</e1> significantly reduced the adverse effects of <e2>salinity</e2> stress on Calamus ciliaris, thereby enhancing its growth by boosting its physiological traits and photosynthetic activity.	Rhizophagus intraradices	salinity	Ribes fasciculatum	11509602
1	Foliar application with <e1>Bacillus</e1> causes an increase in ABA, induces stomatal conductance and increases water content in <e3>Platycladus orientalis</e3> under <e2>drought</e2> -REF-, -REF-.	Bacillus	drought	Platycladus orientalis	8230635
1	Similarly, potted <e3>rice</e3> plants inoculated with Bacillus endophyticus PB3, <e1>Bacillus altitudinis</e1> PB46, and Bacillus megaterium PB50 exhibit significant <e2>drought</e2> tolerance, particularly with strain PB50, by upregulating genes such as LEA, SNAC1, HSP70, RAB16B, and bZIP23, along with increased osmolyte accumulation -REF-.	Bacillus altitudinis	drought	rice	11371581
0	Thus, to expound on the physiological responses of <e1>Aspergillus</e1> aculeatus-regulated <e3>perennial ryegrass</e3> to drought and <e2>heat</e2> stresses, important indicators such as the membrane stabilization, antioxidant enzymes activities, photosynthetic performance, compatible solutes, and genes expression level as measured.	Aspergillus	heat	perennial ryegrass	7933552
1	EPS-producing <e1>Planomicrobium chinense</e1> and Bacillus cereus showed the ability to improve the sugar and protein content in leaves, and increase the chlorophyll content, chlorophyll fluorescence, and Performance Index PI in <e3>maize</e3> plants growing under rain-fed conditions, thereby increasing their <e2>drought</e2> tolerance -REF-, -REF-.	Planomicrobium chinense	drought	maize	9706007
1	-REF- investigated the proteome of the aphid Macrosiphum euphorbiae rearing on potato <e3>Solanum tuberosum</e3> plants exposed to <e2>water deficit</e2> and defoliation by the beetle Leptinotarsa decemlineata and found enhanced levels of aphid proteins involved in cell communication, energy metabolism, and GroEL symbionin of the endosymbiont <e1>Buchnera</e1> aphidicola with chaperone function.	Buchnera	water deficit	Solanum tuberosum	9704420
1	<e1>Burkholderia phytofirmans</e1> strain PsJN has been found to reduce salt stress in Arabidopsis -REF- and maize -REF-, as well as <e2>drought</e2> stress in <e3>wheat</e3> -REF-.	Burkholderia phytofirmans	drought	wheat	10433232
1	inaquosorum and <e1>Marinobacter lipolyticus</e1> SM19 reduced adverse effects of salinity and <e2>drought</e2> stresses in <e3>wheat</e3>.	Marinobacter lipolyticus	drought	wheat	6930159
1	For example, <e3>chickpea</e3> plants circumvented <e2>drought</e2> stress with the help of PGPR bacteria <e1>Pseudomonas putida</e1> -MTCC5279 by the differential expression of genes involved in ethylene biosynthesis ACS and ACO, salicylic acid PR1, and jasmonate MYC2 signalling.	Pseudomonas putida	drought	chickpea	7536804
0	-REF- also reported that ACC-deaminase activity in halolerant bacterial genera of Arthrobacter, Bacillus, Brevibacterium, <e1>Gracilibacillus</e1>, Virgibacillus, Salinicoccus, and Pseudomonas, Exiguobacterium isolated from the rhizosphere and phytoplane of <e3>Suaeda fruticosa</e3> L. Forssk stimulated growth of maize under <e2>saline conditions</e2>.	Gracilibacillus	saline conditions	Suaeda fruticosa	6930159
0	Engineering of Entamoeba coli cold shock protein CspA and CspB genes to convert it into plant-preferred codon namely SeCspA and SeCspB resulted in better stress tolerance potential by lowering MDA content, preventing water loss, reduced Na+ level and higher levels of chlorophyll, proline content under <e2>drought</e2> and salt stresses 200 mM NaCl compared to the control <e3>wheat</e3> plants -REF-, similar response was evoked by endophytic strain <e1>Bacillus subtilis</e1> in <e3>wheat</e3> wherein lower MDA level was observed in plants grown under 340 mM NaCl compared to control counter parts -REF-.	Bacillus subtilis	drought	wheat	9923114
1	Notably, volatile compounds produced by rhizobacteria <e1>Alcaligenes faecalis</e1> JBCS129 have been shown to upregulate expression of <e3>Arabidopsis</e3> SOS1, HKT1, NHX1, and AVP1 under <e2>salt</e2> stress, assisting the plant in maintaining ion homeostasis during salinity stress -REF-.	Alcaligenes faecalis	salt	Arabidopsis	11284086
1	Moreover, overexpression of acdS in <e1>Streptomyces venezuelae</e1> significantly boosted the <e2>salt</e2> tolerance of rice by increasing proline and reducing ethylene and Na+ content compared with that of the original strain -REF- PGP Streptomyces coelicolor DE07, Streptomyces olivaceus DE10, and Streptomyces geysiriensis DE27 were reported to promote the growth of <e3>wheat</e3> under water stress conditions -REF-.	Streptomyces venezuelae	salt	wheat	9658302
1	In another study, <e3>barley</e3> plants previously inoculated with <e1>Piriformospora indica</e1> have been shown to increase resistance of <e2>salt</e2> stress.	Piriformospora indica	salt	barley	8072474
0	Similarly, in another study by Adhikari et al., silicon applied in combination with biochar, K2HPO4, and rhizospheric fungus <e1>Curvularia lunata</e1> isolate AR11 significantly improved the salt and <e2>drought</e2> stress tolerance in <e3>rice</e3>.	Curvularia lunata	drought	rice	10535095
0	Besides protein-coding genes, a large number of non-coding RNAs ncRNAs have been recently identified under various stress conditions in <e3>tomato</e3>, such as 70 miRNAs induced by <e1>Phytophthora infestans</e1> infection, 790 miRNAs in pollen under <e2>heat</e2> stress conditions, and 23 lncRNAs induced after inoculated with Ralstonia solanacearum -REF-; -REF-; -REF-.	Phytophthora infestans	heat	tomato	9875070
0	-REF- provided evidence for the possibility that PGPR modulate OPDA levels, showing that in <e3>Arabis thaliana</e3>, the application of <e1>Bacillus megaterium</e1> resulted in a reduction in OPDA under normal conditions, although no differences were then observed under <e2>saline conditions</e2>.	Bacillus megaterium	saline conditions	Arabis thaliana	10255858
0	Similar observations were noticed for MDA content in <e2>drought-stressed</e2> foxtail millet inoculated with <e1>Glomus</e1> -REF-, as well as in Solanum lycopersicum and <e3>cucumber</e3> treated with various Bacillus strains under drought conditions -REF-; -REF-.	Glomus	drought-stressed	cucumber	9428627
1	In addition, when applied on <e3>wheat</e3> seeds, strains <e1>Bacillus safensis</e1> W10 or Ochrobactrum pseudogregnonense, IP8 improved the activity of antioxidative enzymes and triggered the accumulation of non-enzymatic antioxidants under <e2>drought</e2> conditions -REF-.	Bacillus safensis	drought	wheat	8066330
1	Moreover, overexpression of acdS in <e1>Streptomyces venezuelae</e1> significantly boosted the <e2>salt</e2> tolerance of <e3>rice</e3> by increasing proline and reducing ethylene and Na+ content compared with that of the original strain -REF- PGP Streptomyces coelicolor DE07, Streptomyces olivaceus DE10, and Streptomyces geysiriensis DE27 were reported to promote the growth of wheat under water stress conditions -REF-.	Streptomyces venezuelae	salt	rice	9658302
1	Our findings emphasize <e1>Nocardioides</e1> sp.–mediated <e3>wheat</e3> <e2>salinity</e2> tolerance via ABA-dependent cascade and salt-responsive ion transport system.	Nocardioides	salinity	wheat	10534068
0	-REF- also reported that ACC-deaminase activity in halolerant bacterial genera of Arthrobacter, Bacillus, Brevibacterium, Gracilibacillus, Virgibacillus, <e1>Salinicoccus</e1>, and Pseudomonas, Exiguobacterium isolated from the rhizosphere and phytoplane of <e3>Suaeda fruticosa</e3> L. Forssk stimulated growth of maize under <e2>saline conditions</e2>.	Salinicoccus	saline conditions	Suaeda fruticosa	6930159
0	Another investigation on the role of two bacterial strains, Bacillus aryabhattai H26-2 and Boehmeria siamensis H30-3 on mitigation of <e2>heat</e2> and drought stress on two cultivars Ryeokkwang and Buram-3-hó of <e3>Chinese cabbage</e3> suggested exopolysaccharides as important bacterial determinants on alleviating not only these stresses but also on biocontrol activity against soft rot caused by <e1>Pectobacterium carotovorum</e1> subsp.	Pectobacterium carotovorum	heat	Chinese cabbage	9706007
0	In the present study, transcriptomic analysis of <e3>rice</e3> cultivar IR64 bioprimed with <e1>Trichoderma harzianum</e1> under drought stress was carried out in comparison with <e2>drought-stressed</e2> samples using next-generation sequencing techniques.	Trichoderma harzianum	drought-stressed	rice	8076752
1	In <e3>wheat</e3>, PGPR strains such as Arthrobacter protophormiae SA3, Bacillus subtilis LDR2, and <e1>Dietzia natronolimnaea</e1> STR1 enhance <e2>drought</e2> and salinity tolerance by modifying the expression of genes and transcription factors related to the ET signaling pathway -REF-.	Dietzia natronolimnaea	drought	wheat	11371581
0	Furthermore, -REF- showed that Enterobacter sp., Bacillus sp., and <e1>Rhizobium</e1> sp., isolated from <e3>Tripogonella spicata</e3>, were also able to improve some plant growth and gas exchange parameters in sorghum growing under <e2>drought</e2> conditions -REF-, -REF-.	Rhizobium	drought	Tripogonella spicata	7845453
1	-REF- showed that <e3>Brachypodium distachyon</e3> Bd21 model grass plants, when inoculated with the endophytic plant growth-promoting bacterium <e1>Bacillus subtilis</e1> B26, had <e2>drought</e2>-tolerance-enhanced characteristics through the modulation of <e2>drought</e2>-responsive genes e.g., DREB2B-like, DHN3-like, and LEA-14-A-like and DNA methylation genes e.g., MET1B-like, CMT3-like, and DRM2-like, which are all involved in <e2>drought</e2> response.	Bacillus subtilis	drought	Brachypodium distachyon	10671349
0	Studies have shown that the interaction between <e1>Potexvirus</e1> RNA virus Potato virus X PVX and Potyvirus RNA virus Plum pox virus PPV can lead to improved tolerance to <e2>drought</e2> in Nicotiana benthamiana and <e3>Arabidopsis thaliana</e3>, suggesting that increased virulence exhibited by the synergistic interaction of these viruses may confer benefits in response to <e2>drought</e2> conditions Aguilar et al.	Potexvirus	drought	Arabidopsis thaliana	11233480
0	The dramatic influence of a <e2>water deficit</e2> applied to Brassica rapa infected source plants on the transmission efficiency of two unrelated virus species Cauliflower mosaic virus; CaMV; caulimovirus and <e3>Turnip</e3> mosaic virus; TuMV; potyvirus, transmitted in a non-circulative way by <e1>Miuraea persicae</e1>, was reported -REF-.	Miuraea persicae	water deficit	Turnip	7077179
0	A bacterial strain of the genus <e1>Marinobacter</e1> i.e., <e1>Marinobacter</e1> algicola is an endophytic bacterium previously identified in date <e3>palms</e3> under <e2>saline conditions</e2> -REF-.	Marinobacter	saline conditions	palms	9687558
0	Furthermore, the dominant bacteria Kushneria and <e1>Bacillus</e1> were obtained from the phyllosphere and rhizosphere, respectively, and their coculture with <e3>rice</e3> could effectively alleviate <e2>salt</e2> stress and promote <e3>rice</e3> growth.	Bacillus	salt	rice	10101020
0	We also examined how their expression was regulated in <e3>rice</e3> roots upon <e1>Azospirillum brasilense</e1> treatment <e1>Azospirillum brasilense</e1> only and <e1>Azospirillum brasilense</e1> + <e2>salt</e2> -REF-.	Azospirillum brasilense	salt	rice	10785826
1	Application of <e1>Curtobacterium albidum</e1> strain SRV4 in <e3>rice</e3> under <e2>salinity</e2> showed the higher activity of antioxidant enzymes, including CAT and SOD, and provided tolerance to <e2>salinity</e2> compared to non-inoculated plants -REF-.	Curtobacterium albidum	salinity	rice	11284086
1	Similarly, potted <e3>rice</e3> plants inoculated with Bacillus endophyticus PB3, Bacillus altitudinis PB46, and <e1>Bacillus megaterium</e1> PB50 exhibit significant <e2>drought</e2> tolerance, particularly with strain PB50, by upregulating genes such as LEA, SNAC1, HSP70, RAB16B, and bZIP23, along with increased osmolyte accumulation -REF-.	Bacillus megaterium	drought	rice	11371581
0	-REF- investigated the effects of AMF species, viz., Glomus etunicatum, Glomus intraradices, and <e1>Glomus mosseae</e1> able to mitigate the <e2>salinity</e2> effects on growth and yield of <e3>Cucumis sativus</e3> L. Another report on AMF species Claroideoglomus etunicatum formerly Glomus etunicatum, Funneliformis mosseae, and Rhizophagus irregularis had proven <e2>salinity</e2> mitigation ability in genotypes of wheat -REF-.	Glomus mosseae	salinity	Cucumis sativus	9815931
1	Interestingly, inoculation of <e1>Dermacoccus abyssi</e1> MT1.1T resulted in 78% decreased in H2O2 content compared to non-inoculated <e3>tomato</e3> under <e2>salt</e2> stress.	Dermacoccus abyssi	salt	tomato	8869415
