10823023 | Ochrobactrum pseudogrignonense | water stress | Pisum sativum | -REF- studied Vigna mungo L. and Pisum sativum L. subjected to water stress and inoculated them with a combination of three ACC deaminase-producing rhizobacteria Ochrobactrum pseudogrignonense RJ12, Pseudomonas sp. | NO
7287022 | Penicillium chrysogenum | saline stress | onion | In addition, a recent study conducted by -REF- formulated a consortium of microorganisms formed by two growth-promoting rhizobacteria of the genus Arthrobacter and Planoccocus and two endophytic root fungi Penicillium chrysogenum and Penicillium brevicompactum that worked effectively to reduce saline stress in pepper, lettuce, onion and tomato plants. | NO
9213282 | Pseudomonas pseudoalcaligenes | salinity | Rice | Rice inoculated with a consortium of Pseudomonas pseudoalcaligenes and Bacillus pumilus exhibit better response to salinity by accumulating higher levels of glycine-betaine-like quaternary ammonium compounds and biomass Jha and Subramanian -REF-. | NO
10381829 | Trichoderma longibrachiatum | drought | Pinus massoniana | Based on microbial network analysis, certain dominant taxa driven by Trichoderma longibrachiatum inoculation, including genera of Penicillium, Trichoderma, Simplicillium, Saitozyma, Burkholderia, Bradyrhizobium, Sinomonas, and Mycobacterium, are indicated to play crucial roles in enhancing the drought resilience of Pinus massoniana. | NO
11150836 | Pseudomonas | drought | Trifolium repens | Previously, a combination of three bacterial strains Pseudomonas putida, Pseudomonas sp., and Bacillus megaterium increased the root biomass of white clover Trifolium repens L. plants, indirectly improving their tolerance to drought stress -REF-. | NO
7287022 | Arthrobacter | saline stress | pepper | In addition, a recent study conducted by -REF- formulated a consortium of microorganisms formed by two growth-promoting rhizobacteria of the genus Arthrobacter and Planoccocus and two endophytic root fungi Penicillium chrysogenum and Penicillium brevicompactum that worked effectively to reduce saline stress in pepper, lettuce, onion and tomato plants. | NO
7287022 | Penicillium chrysogenum | saline stress | tomato | In addition, a recent study conducted by -REF- formulated a consortium of microorganisms formed by two growth-promoting rhizobacteria of the genus Arthrobacter and Planoccocus and two endophytic root fungi Penicillium chrysogenum and Penicillium brevicompactum that worked effectively to reduce saline stress in pepper, lettuce, onion and tomato plants. | NO
9415082 | Glomus intraradices | salt-stressed | Lactuca sativa | For example, Pseudomonas mendocina, alone or in combination with an AM fungus such as Glomus intraradices or Glomus mosseae, synergistically improves growth, nutrient uptake, and other physiological activities of salt-stressed Lactuca sativa. | NO
9569789 | Azospirillum brasilense | drought | soybean | A beneficial bacterial consortium containing Bradyrhizobium spp., Azospirillum brasilense strains, and microbial secondary metabolites was found to mitigate oxidative damage in soybean cultivated under moderate drought by reducing leaf hydrogen peroxide content, proline and lipid peroxidation, and the enzyme activities of SOD, CAT, and APX -REF-. | NO
10381829 | Trichoderma longibrachiatum | drought | Pinus massoniana | Based on the present results, the dominant taxa enriched in response to Trichoderma longibrachiatum inoculation may have crucial functions in enhancing soil nutrient availability, promoting plant growth, and improving the tolerance of Pinus massoniana to drought stress. | NO
9885204 | Enterobacter | salt | wheat | However, treatment with a combination of silicon and PGPR had extremely significant protective effects on roots, shoots, biomass and chlorophyll, evidencing further improvement of wheat salt tolerance compared to the impact of silicon and Enterobacter sp. | NO
10252715 | Azospirillum brasilense | drought | maize | On the other hand, the inoculation of maize with the Azospirillum brasilense strain SP-7 in combination with the Herbaspirillum seropedicae strain Z-152 under drought conditions led to a decrease in the expression of the ZmVP14 gene, which is involved in the biosynthesis of ABA, and a decrease in the level of ABA in the plant. | NO
10381829 | Mycobacterium | drought | Pinus massoniana | Based on microbial network analysis, certain dominant taxa driven by Trichoderma longibrachiatum inoculation, including genera of Penicillium, Trichoderma, Simplicillium, Saitozyma, Burkholderia, Bradyrhizobium, Sinomonas, and Mycobacterium, are indicated to play crucial roles in enhancing the drought resilience of Pinus massoniana. | NO
9694901 | Rhizobium | High temperature | common bean | For example, co-inoculation of a common bean with Rhizobium tropici and two strains of Paenibacillus polymyxa more effectively increased nitrogen content and promoted plant growth than inoculation with Rhizobium only especially in drought conditions -REF-. | NO
7287022 | Arthrobacter | saline stress | tomato | In addition, a recent study conducted by -REF- formulated a consortium of microorganisms formed by two growth-promoting rhizobacteria of the genus Arthrobacter and Planoccocus and two endophytic root fungi Penicillium chrysogenum and Penicillium brevicompactum that worked effectively to reduce saline stress in pepper, lettuce, onion and tomato plants. | NO
7287022 | Penicillium chrysogenum | saline stress | pepper | In addition, a recent study conducted by -REF- formulated a consortium of microorganisms formed by two growth-promoting rhizobacteria of the genus Arthrobacter and Planoccocus and two endophytic root fungi Penicillium chrysogenum and Penicillium brevicompactum that worked effectively to reduce saline stress in pepper, lettuce, onion and tomato plants. | NO
7287022 | Penicillium brevicompactum | saline stress | onion | In addition, a recent study conducted by -REF- formulated a consortium of microorganisms formed by two growth-promoting rhizobacteria of the genus Arthrobacter and Planoccocus and two endophytic root fungi Penicillium chrysogenum and Penicillium brevicompactum that worked effectively to reduce saline stress in pepper, lettuce, onion and tomato plants. | NO
7287022 | Arthrobacter | saline stress | onion | In addition, a recent study conducted by -REF- formulated a consortium of microorganisms formed by two growth-promoting rhizobacteria of the genus Arthrobacter and Planoccocus and two endophytic root fungi Penicillium chrysogenum and Penicillium brevicompactum that worked effectively to reduce saline stress in pepper, lettuce, onion and tomato plants. | NO
11233480 | Potyvirus | drought | Arabidopsis thaliana | Studies have shown that the interaction between Potexvirus RNA virus Potato virus X PVX and Potyvirus RNA virus Plum pox virus PPV can lead to improved tolerance to drought in Nicotiana benthamiana and Arabidopsis thaliana, suggesting that increased virulence exhibited by the synergistic interaction of these viruses may confer benefits in response to drought conditions Aguilar et al. | NO
11509602 | Funneliformis mosseae | salinity | Calamus ciliaris | Conclusions In conclusion, this study shows that AMF inoculation consortium of Claroideoglomus etunicatum, Funneliformis mosseae, Ribes fasciculatum, and Rhizophagus intraradices significantly reduced the adverse effects of salinity stress on Calamus ciliaris, thereby enhancing its growth by boosting its physiological traits and photosynthetic activity. | NO
11509602 | Rhizophagus intraradices | salinity | Calamus ciliaris | Conclusions In conclusion, this study shows that AMF inoculation consortium of Claroideoglomus etunicatum, Funneliformis mosseae, Ribes fasciculatum, and Rhizophagus intraradices significantly reduced the adverse effects of salinity stress on Calamus ciliaris, thereby enhancing its growth by boosting its physiological traits and photosynthetic activity. | NO
11509602 | Claroideoglomus etunicatum | salinity | Calamus ciliaris | Conclusions In conclusion, this study shows that AMF inoculation consortium of Claroideoglomus etunicatum, Funneliformis mosseae, Ribes fasciculatum, and Rhizophagus intraradices significantly reduced the adverse effects of salinity stress on Calamus ciliaris, thereby enhancing its growth by boosting its physiological traits and photosynthetic activity. | NO
10252715 | Pantoea | salinity | peppers | However, Del Amor and Cuadra-Crespo, 2012, showed that the co-inoculation of Azospirillum brasilense and Pantoea diversa on sweet peppers did not affect the photochemical efficiency of photosystem II and the relative content of chlorophyll but contributed to maintaining a higher stomatal conductivity; therefore, they concluded that the influence of inoculants on the response to salinity was due mainly to the stomatal regulation of photosynthesis and not to the influence on the biochemical limitations of photosynthesis -REF-. | NO
8225083 | Serratia | salinity | soybean | Similarly, co-inoculation of soybean with Bradyrhizobium japonicum and Bacillus subtilis, which is well-known for increasing EPS production, alleviated the effects of salinity stress by EPS-mediated sodium uptake restriction; while co-inoculation with Serratia proteomaculans was less efficient, indicating the importance of EPS production level and nature -REF-. | NO
8225083 | Bacillus subtilis | salinity | soybean | Similarly, co-inoculation of soybean with Bradyrhizobium japonicum and Bacillus subtilis, which is well-known for increasing EPS production, alleviated the effects of salinity stress by EPS-mediated sodium uptake restriction; while co-inoculation with Serratia proteomaculans was less efficient, indicating the importance of EPS production level and nature -REF-. | NO
8225083 | Bradyrhizobium japonicum | salinity | soybean | Similarly, co-inoculation of soybean with Bradyrhizobium japonicum and Bacillus subtilis, which is well-known for increasing EPS production, alleviated the effects of salinity stress by EPS-mediated sodium uptake restriction; while co-inoculation with Serratia proteomaculans was less efficient, indicating the importance of EPS production level and nature -REF-. | NO
8307984 | Rhizobium | salinity | alfalfa | Co-inoculation of Rhizobium with AMF resulted in significant enhancement of yield, nodulation, leghemoglobin, nitrogenase activity, IAA synthesis, and nutrient uptake of alfalfa subjected to salinity stress -REF-. | NO
10453936 | Sphingobacterium | drought | grapes | developed SynCom using Bacillus, Acinetobacter, Sphingobacterium, Delftia and Enterobacter for grapes, which not only protect plants during drought, but promote growth and yield -REF-. | NO
11116649 | Rhizobium | salt | alfalfa | Notably, double inoculation with Rhizobium and Pseudomonas has been observed to elicit positive adaptive responses in alfalfa under salt stress -REF-. | NO
